q	p	scale
78	17	1.698339668e-01
78	18	1.693338668e-01
78	19	1.674334867e-01
78	20	1.653330666e-01
78	21	1.681336267e-01
78	22	1.649329866e-01
78	23	1.644328866e-01
78	24	1.668333667e-01
78	25	1.691338268e-01
78	26	1.648329666e-01
78	27	1.636327265e-01
78	28	1.690338068e-01
78	29	1.683336667e-01
78	30	1.653330666e-01
78	31	1.640328066e-01
78	32	1.635327065e-01
78	33	1.621324265e-01
78	34	1.669333867e-01
78	35	1.712342468e-01
78	36	1.639327866e-01
78	37	1.647329466e-01
78	38	1.620324065e-01
78	39	1.610322064e-01
78	40	1.642328466e-01
78	41	1.678335667e-01
78	42	1.638327666e-01
78	43	1.634326865e-01
78	44	1.621324265e-01
78	45	1.728345669e-01
78	46	1.711342268e-01
78	47	1.640328066e-01
78	48	1.670334067e-01
78	49	1.675335067e-01
78	50	1.716343269e-01
78	51	1.657331466e-01
78	52	1.716343269e-01
78	53	1.636327265e-01
78	54	1.645329066e-01
78	55	1.702340468e-01
78	56	1.638327666e-01
78	57	1.686337267e-01
78	58	1.680336067e-01
78	59	1.676335267e-01
78	60	1.633326665e-01
78	61	1.685337067e-01
78	62	1.656331266e-01
78	63	1.628325665e-01
78	64	1.671334267e-01
78	65	1.664332867e-01
78	66	1.682336467e-01
78	67	1.612322464e-01
78	68	1.707341468e-01
78	69	1.702340468e-01
78	70	1.676335267e-01
78	71	1.673334667e-01
78	72	1.672334467e-01
78	73	1.657331466e-01
78	74	1.675335067e-01
78	75	1.673334667e-01
78	76	1.681336267e-01
78	77	1.636327265e-01
78	78	1.836367273e-01
78	79	1.624324865e-01
78	80	1.645329066e-01
78	81	1.689337868e-01
78	82	1.659331866e-01
78	83	1.644328866e-01
78	84	1.660332066e-01
78	85	1.642328466e-01
78	86	1.679335867e-01
78	87	1.691338268e-01
78	88	1.681336267e-01
78	89	1.632326465e-01
78	90	1.698339668e-01
78	91	1.664332867e-01
78	92	1.650330066e-01
78	93	1.695339068e-01
78	94	1.698339668e-01
78	95	1.643328666e-01
78	96	1.634326865e-01
78	97	1.659331866e-01
78	98	1.636327265e-01
78	99	1.682336467e-01
78	100	1.630326065e-01
79	1	1.620324065e-01
79	2	1.620324065e-01
79	3	1.687337467e-01
79	4	1.770354071e-01
79	5	1.692338468e-01
79	6	1.713342669e-01
79	7	1.700340068e-01
79	8	1.631326265e-01
79	9	1.712342468e-01
79	10	1.664332867e-01
79	11	1.686337267e-01
79	12	1.699339868e-01
79	13	1.638327666e-01
79	14	1.669333867e-01
79	15	1.687337467e-01
79	16	1.674334867e-01
79	17	1.658331666e-01
79	18	1.630326065e-01
79	19	1.654330866e-01
79	20	1.648329666e-01
79	21	1.655331066e-01
79	22	1.693338668e-01
79	23	1.710342068e-01
79	24	1.692338468e-01
79	25	1.707341468e-01
79	26	1.630326065e-01
79	27	1.606321264e-01
79	28	1.646329266e-01
79	29	1.661332266e-01
79	30	1.691338268e-01
79	31	1.677335467e-01
79	32	1.669333867e-01
79	33	1.645329066e-01
79	34	1.682336467e-01
79	35	1.676335267e-01
79	36	1.653330666e-01
79	37	1.707341468e-01
79	38	1.659331866e-01
79	39	1.703340668e-01
79	40	1.653330666e-01
79	41	1.636327265e-01
79	42	1.608321664e-01
79	43	1.624324865e-01
79	44	1.656331266e-01
79	45	1.676335267e-01
79	46	1.636327265e-01
79	47	1.662332466e-01
79	48	1.652330466e-01
79	49	1.693338668e-01
79	50	1.631326265e-01
79	51	1.617323465e-01
79	52	1.628325665e-01
79	53	1.706341268e-01
79	54	1.633326665e-01
79	55	1.657331466e-01
79	56	1.671334267e-01
79	57	1.680336067e-01
79	58	1.695339068e-01
79	59	1.693338668e-01
79	60	1.678335667e-01
79	61	1.672334467e-01
79	62	1.674334867e-01
79	63	1.674334867e-01
79	64	1.670334067e-01
79	65	1.611322264e-01
79	66	1.738347670e-01
79	67	1.696339268e-01
79	68	1.656331266e-01
79	69	1.695339068e-01
79	70	1.658331666e-01
79	71	1.695339068e-01
79	72	1.685337067e-01
79	73	1.677335467e-01
79	74	1.678335667e-01
79	75	1.647329466e-01
79	76	1.704340868e-01
79	77	1.690338068e-01
79	78	1.624324865e-01
79	79	1.829365873e-01
79	80	1.644328866e-01
79	81	1.660332066e-01
79	82	1.714342869e-01
79	83	1.653330666e-01
79	84	1.668333667e-01
79	85	1.641328266e-01
79	86	1.643328666e-01
79	87	1.607321464e-01
79	88	1.645329066e-01
79	89	1.679335867e-01
79	90	1.647329466e-01
79	91	1.624324865e-01
79	92	1.656331266e-01
79	93	1.602320464e-01
79	94	1.639327866e-01
79	95	1.684336867e-01
79	96	1.632326465e-01
79	97	1.677335467e-01
79	98	1.723344669e-01
79	99	1.670334067e-01
79	100	1.650330066e-01
80	1	1.675335067e-01
80	2	1.702340468e-01
80	3	1.670334067e-01
80	4	1.666333267e-01
80	5	1.697339468e-01
80	6	1.691338268e-01
80	7	1.650330066e-01
80	8	1.621324265e-01
80	9	1.722344469e-01
80	10	1.690338068e-01
80	11	1.620324065e-01
80	12	1.696339268e-01
80	13	1.655331066e-01
80	14	1.696339268e-01
80	15	1.636327265e-01
80	16	1.665333067e-01
80	17	1.681336267e-01
80	18	1.631326265e-01
80	19	1.664332867e-01
80	20	1.642328466e-01
80	21	1.679335867e-01
80	22	1.692338468e-01
80	23	1.684336867e-01
80	24	1.622324465e-01
80	25	1.663332667e-01
80	26	1.599319864e-01
80	27	1.670334067e-01
80	28	1.680336067e-01
80	29	1.656331266e-01
80	30	1.638327666e-01
80	31	1.672334467e-01
80	32	1.617323465e-01
80	33	1.670334067e-01
80	34	1.644328866e-01
80	35	1.702340468e-01
80	36	1.664332867e-01
80	37	1.664332867e-01
80	38	1.709341868e-01
80	39	1.685337067e-01
80	40	1.675335067e-01
80	41	1.667333467e-01
80	42	1.687337467e-01
80	43	1.652330466e-01
80	44	1.596319264e-01
80	45	1.677335467e-01
80	46	1.631326265e-01
80	47	1.642328466e-01
80	48	1.652330466e-01
80	49	1.658331666e-01
80	50	1.699339868e-01
80	51	1.675335067e-01
80	52	1.702340468e-01
80	53	1.727345469e-01
80	54	1.684336867e-01
80	55	1.620324065e-01
80	56	1.680336067e-01
80	57	1.629325865e-01
80	58	1.693338668e-01
80	59	1.699339868e-01
80	60	1.692338468e-01
80	61	1.618323665e-01
80	62	1.701340268e-01
80	63	1.633326665e-01
80	64	1.665333067e-01
80	65	1.665333067e-01
80	66	1.663332667e-01
80	67	1.659331866e-01
80	68	1.697339468e-01
80	69	1.670334067e-01
80	70	1.707341468e-01
80	71	1.646329266e-01
80	72	1.680336067e-01
80	73	1.727345469e-01
80	74	1.693338668e-01
80	75	1.689337868e-01
80	76	1.662332466e-01
80	77	1.659331866e-01
80	78	1.645329066e-01
80	79	1.644328866e-01
80	80	1.823364673e-01
80	81	1.633326665e-01
80	82	1.655331066e-01
80	83	1.675335067e-01
80	84	1.684336867e-01
80	85	1.611322264e-01
80	86	1.656331266e-01
80	87	1.639327866e-01
80	88	1.643328666e-01
80	89	1.656331266e-01
80	90	1.683336667e-01
80	91	1.677335467e-01
80	92	1.635327065e-01
80	93	1.619323865e-01
80	94	1.634326865e-01
80	95	1.624324865e-01
80	96	1.638327666e-01
80	97	1.616323265e-01
80	98	1.665333067e-01
80	99	1.707341468e-01
80	100	1.676335267e-01
81	1	1.671334267e-01
81	2	1.646329266e-01
81	3	1.576315263e-01
81	4	1.673334667e-01
81	5	1.649329866e-01
81	6	1.670334067e-01
81	7	1.649329866e-01
81	8	1.622324465e-01
81	9	1.658331666e-01
81	10	1.664332867e-01
81	11	1.667333467e-01
81	12	1.641328266e-01
81	13	1.642328466e-01
81	14	1.639327866e-01
81	15	1.690338068e-01
81	16	1.631326265e-01
81	17	1.675335067e-01
81	18	1.690338068e-01
81	19	1.676335267e-01
81	20	1.683336667e-01
81	21	1.690338068e-01
81	22	1.691338268e-01
81	23	1.678335667e-01
81	24	1.664332867e-01
81	25	1.673334667e-01
81	26	1.685337067e-01
81	27	1.695339068e-01
81	28	1.669333867e-01
81	29	1.707341468e-01
81	30	1.611322264e-01
81	31	1.685337067e-01
81	32	1.695339068e-01
81	33	1.646329266e-01
81	34	1.640328066e-01
81	35	1.671334267e-01
81	36	1.686337267e-01
81	37	1.655331066e-01
81	38	1.676335267e-01
81	39	1.666333267e-01
81	40	1.704340868e-01
81	41	1.650330066e-01
81	42	1.678335667e-01
81	43	1.645329066e-01
81	44	1.663332667e-01
81	45	1.653330666e-01
81	46	1.620324065e-01
81	47	1.692338468e-01
81	48	1.622324465e-01
81	49	1.633326665e-01
81	50	1.668333667e-01
81	51	1.620324065e-01
81	52	1.697339468e-01
81	53	1.661332266e-01
81	54	1.658331666e-01
81	55	1.650330066e-01
81	56	1.670334067e-01
81	57	1.659331866e-01
81	58	1.648329666e-01
81	59	1.661332266e-01
81	60	1.652330466e-01
81	61	1.672334467e-01
81	62	1.696339268e-01
81	63	1.642328466e-01
81	64	1.660332066e-01
81	65	1.684336867e-01
81	66	1.635327065e-01
81	67	1.680336067e-01
81	68	1.625325065e-01
81	69	1.721344269e-01
81	70	1.646329266e-01
81	71	1.628325665e-01
81	72	1.683336667e-01
81	73	1.664332867e-01
81	74	1.644328866e-01
81	75	1.666333267e-01
81	76	1.677335467e-01
81	77	1.670334067e-01
81	78	1.689337868e-01
81	79	1.660332066e-01
81	80	1.633326665e-01
81	81	1.816363273e-01
81	82	1.655331066e-01
81	83	1.706341268e-01
81	84	1.688337668e-01
81	85	1.630326065e-01
81	86	1.680336067e-01
81	87	1.645329066e-01
81	88	1.644328866e-01
81	89	1.671334267e-01
81	90	1.701340268e-01
81	91	1.697339468e-01
81	92	1.685337067e-01
81	93	1.653330666e-01
81	94	1.644328866e-01
81	95	1.666333267e-01
81	96	1.631326265e-01
81	97	1.691338268e-01
81	98	1.577315463e-01
81	99	1.672334467e-01
81	100	1.731346269e-01
82	1	1.627325465e-01
82	2	1.679335867e-01
82	3	1.655331066e-01
82	4	1.650330066e-01
82	5	1.660332066e-01
82	6	1.670334067e-01
82	7	1.708341668e-01
82	8	1.623324665e-01
82	9	1.670334067e-01
82	10	1.692338468e-01
82	11	1.706341268e-01
82	12	1.636327265e-01
82	13	1.688337668e-01
82	14	1.632326465e-01
82	15	1.646329266e-01
82	16	1.645329066e-01
82	17	1.645329066e-01
82	18	1.673334667e-01
82	19	1.630326065e-01
82	20	1.667333467e-01
82	21	1.632326465e-01
82	22	1.687337467e-01
82	23	1.695339068e-01
82	24	1.653330666e-01
82	25	1.600320064e-01
82	26	1.673334667e-01
82	27	1.702340468e-01
82	28	1.650330066e-01
82	29	1.622324465e-01
82	30	1.680336067e-01
82	31	1.613322665e-01
82	32	1.696339268e-01
82	33	1.635327065e-01
82	34	1.663332667e-01
82	35	1.643328666e-01
82	36	1.666333267e-01
82	37	1.669333867e-01
82	38	1.656331266e-01
82	39	1.672334467e-01
82	40	1.647329466e-01
82	41	1.682336467e-01
82	42	1.726345269e-01
82	43	1.639327866e-01
82	44	1.667333467e-01
82	45	1.718343669e-01
82	46	1.648329666e-01
82	47	1.685337067e-01
82	48	1.740348070e-01
82	49	1.659331866e-01
82	50	1.630326065e-01
82	51	1.621324265e-01
82	52	1.727345469e-01
82	53	1.668333667e-01
82	54	1.692338468e-01
82	55	1.670334067e-01
82	56	1.643328666e-01
82	57	1.676335267e-01
82	58	1.674334867e-01
82	59	1.650330066e-01
82	60	1.705341068e-01
82	61	1.690338068e-01
82	62	1.694338868e-01
82	63	1.636327265e-01
82	64	1.672334467e-01
82	65	1.651330266e-01
82	66	1.674334867e-01
82	67	1.660332066e-01
82	68	1.689337868e-01
82	69	1.671334267e-01
82	70	1.660332066e-01
82	71	1.685337067e-01
82	72	1.619323865e-01
82	73	1.649329866e-01
82	74	1.677335467e-01
82	75	1.646329266e-01
82	76	1.658331666e-01
82	77	1.661332266e-01
82	78	1.659331866e-01
82	79	1.714342869e-01
82	80	1.655331066e-01
82	81	1.655331066e-01
82	82	1.821364273e-01
82	83	1.636327265e-01
82	84	1.597319464e-01
82	85	1.672334467e-01
82	86	1.611322264e-01
82	87	1.638327666e-01
82	88	1.649329866e-01
82	89	1.688337668e-01
82	90	1.665333067e-01
82	91	1.678335667e-01
82	92	1.709341868e-01
82	93	1.619323865e-01
82	94	1.632326465e-01
82	95	1.657331466e-01
82	96	1.632326465e-01
82	97	1.622324465e-01
82	98	1.664332867e-01
82	99	1.588317664e-01
82	100	1.661332266e-01
83	1	1.686337267e-01
83	2	1.658331666e-01
83	3	1.692338468e-01
83	4	1.697339468e-01
83	5	1.639327866e-01
83	6	1.669333867e-01
83	7	1.664332867e-01
83	8	1.701340268e-01
83	9	1.673334667e-01
83	10	1.662332466e-01
83	11	1.644328866e-01
83	12	1.654330866e-01
83	13	1.713342669e-01
83	14	1.676335267e-01
83	15	1.690338068e-01
83	16	1.676335267e-01
83	17	1.682336467e-01
83	18	1.628325665e-01
83	19	1.660332066e-01
83	20	1.672334467e-01
83	21	1.638327666e-01
83	22	1.651330266e-01
83	23	1.658331666e-01
83	24	1.668333667e-01
83	25	1.631326265e-01
83	26	1.684336867e-01
83	27	1.655331066e-01
83	28	1.714342869e-01
83	29	1.700340068e-01
83	30	1.695339068e-01
83	31	1.681336267e-01
83	32	1.648329666e-01
83	33	1.686337267e-01
83	34	1.688337668e-01
83	35	1.669333867e-01
83	36	1.660332066e-01
83	37	1.659331866e-01
83	38	1.649329866e-01
83	39	1.663332667e-01
83	40	1.686337267e-01
83	41	1.694338868e-01
83	42	1.663332667e-01
83	43	1.664332867e-01
83	44	1.690338068e-01
83	45	1.646329266e-01
83	46	1.626325265e-01
83	47	1.647329466e-01
83	48	1.679335867e-01
83	49	1.615323065e-01
83	50	1.693338668e-01
83	51	1.662332466e-01
83	52	1.677335467e-01
83	53	1.714342869e-01
83	54	1.618323665e-01
83	55	1.683336667e-01
83	56	1.630326065e-01
83	57	1.689337868e-01
83	58	1.694338868e-01
83	59	1.667333467e-01
83	60	1.610322064e-01
83	61	1.650330066e-01
83	62	1.645329066e-01
83	63	1.622324465e-01
83	64	1.690338068e-01
83	65	1.658331666e-01
83	66	1.663332667e-01
83	67	1.608321664e-01
83	68	1.676335267e-01
83	69	1.663332667e-01
83	70	1.694338868e-01
83	71	1.624324865e-01
83	72	1.649329866e-01
83	73	1.655331066e-01
83	74	1.669333867e-01
83	75	1.649329866e-01
83	76	1.652330466e-01
83	77	1.660332066e-01
83	78	1.644328866e-01
83	79	1.653330666e-01
83	80	1.675335067e-01
83	81	1.706341268e-01
83	82	1.636327265e-01
83	83	1.822364473e-01
83	84	1.625325065e-01
83	85	1.646329266e-01
83	86	1.678335667e-01
83	87	1.664332867e-01
83	88	1.652330466e-01
83	89	1.678335667e-01
83	90	1.673334667e-01
83	91	1.679335867e-01
83	92	1.688337668e-01
83	93	1.685337067e-01
83	94	1.653330666e-01
83	95	1.667333467e-01
83	96	1.610322064e-01
83	97	1.671334267e-01
83	98	1.682336467e-01
83	99	1.696339268e-01
83	100	1.679335867e-01
84	1	1.679335867e-01
84	2	1.716343269e-01
84	3	1.641328266e-01
84	4	1.674334867e-01
84	5	1.678335667e-01
84	6	1.677335467e-01
84	7	1.709341868e-01
84	8	1.678335667e-01
84	9	1.632326465e-01
84	10	1.700340068e-01
84	11	1.689337868e-01
84	12	1.702340468e-01
84	13	1.660332066e-01
84	14	1.662332466e-01
84	15	1.706341268e-01
84	16	1.651330266e-01
84	17	1.686337267e-01
84	18	1.633326665e-01
84	19	1.690338068e-01
84	20	1.673334667e-01
84	21	1.689337868e-01
84	22	1.688337668e-01
84	23	1.679335867e-01
84	24	1.616323265e-01
84	25	1.606321264e-01
84	26	1.691338268e-01
84	27	1.680336067e-01
84	28	1.666333267e-01
84	29	1.640328066e-01
84	30	1.689337868e-01
84	31	1.665333067e-01
84	32	1.680336067e-01
84	33	1.680336067e-01
84	34	1.646329266e-01
84	35	1.637327465e-01
84	36	1.696339268e-01
84	37	1.671334267e-01
84	38	1.631326265e-01
84	39	1.672334467e-01
84	40	1.658331666e-01
84	41	1.625325065e-01
84	42	1.720344069e-01
84	43	1.647329466e-01
84	44	1.651330266e-01
84	45	1.644328866e-01
84	46	1.659331866e-01
84	47	1.649329866e-01
84	48	1.693338668e-01
84	49	1.620324065e-01
84	50	1.691338268e-01
84	51	1.683336667e-01
84	52	1.657331466e-01
84	53	1.696339268e-01
84	54	1.640328066e-01
84	55	1.658331666e-01
84	56	1.636327265e-01
84	57	1.656331266e-01
84	58	1.650330066e-01
84	59	1.685337067e-01
84	60	1.652330466e-01
84	61	1.651330266e-01
84	62	1.669333867e-01
84	63	1.663332667e-01
84	64	1.615323065e-01
84	65	1.702340468e-01
84	66	1.692338468e-01
84	67	1.598319664e-01
84	68	1.635327065e-01
84	69	1.688337668e-01
84	70	1.690338068e-01
84	71	1.615323065e-01
84	72	1.693338668e-01
84	73	1.686337267e-01
84	74	1.676335267e-01
84	75	1.684336867e-01
84	76	1.677335467e-01
84	77	1.642328466e-01
84	78	1.660332066e-01
84	79	1.668333667e-01
84	80	1.684336867e-01
84	81	1.688337668e-01
84	82	1.597319464e-01
84	83	1.625325065e-01
84	84	1.804360872e-01
84	85	1.637327465e-01
84	86	1.648329666e-01
84	87	1.684336867e-01
84	88	1.679335867e-01
84	89	1.633326665e-01
84	90	1.673334667e-01
84	91	1.663332667e-01
84	92	1.615323065e-01
84	93	1.639327866e-01
84	94	1.674334867e-01
84	95	1.657331466e-01
84	96	1.701340268e-01
84	97	1.658331666e-01
84	98	1.623324665e-01
84	99	1.632326465e-01
84	100	1.705341068e-01
85	1	1.675335067e-01
85	2	1.738347670e-01
85	3	1.664332867e-01
85	4	1.605321064e-01
85	5	1.688337668e-01
85	6	1.649329866e-01
85	7	1.676335267e-01
85	8	1.632326465e-01
85	9	1.662332466e-01
85	10	1.648329666e-01
85	11	1.617323465e-01
85	12	1.669333867e-01
85	13	1.634326865e-01
85	14	1.624324865e-01
85	15	1.648329666e-01
85	16	1.681336267e-01
85	17	1.667333467e-01
85	18	1.663332667e-01
85	19	1.646329266e-01
85	20	1.673334667e-01
85	21	1.654330866e-01
85	22	1.686337267e-01
85	23	1.677335467e-01
85	24	1.685337067e-01
85	25	1.598319664e-01
85	26	1.648329666e-01
85	27	1.646329266e-01
85	28	1.683336667e-01
85	29	1.674334867e-01
85	30	1.696339268e-01
85	31	1.667333467e-01
85	32	1.699339868e-01
85	33	1.700340068e-01
85	34	1.695339068e-01
85	35	1.703340668e-01
85	36	1.701340268e-01
85	37	1.712342468e-01
85	38	1.699339868e-01
85	39	1.680336067e-01
85	40	1.640328066e-01
85	41	1.651330266e-01
85	42	1.631326265e-01
85	43	1.693338668e-01
85	44	1.650330066e-01
85	45	1.679335867e-01
85	46	1.668333667e-01
85	47	1.629325865e-01
85	48	1.643328666e-01
85	49	1.652330466e-01
85	50	1.659331866e-01
85	51	1.629325865e-01
85	52	1.684336867e-01
85	53	1.647329466e-01
85	54	1.659331866e-01
85	55	1.663332667e-01
85	56	1.608321664e-01
85	57	1.668333667e-01
85	58	1.674334867e-01
85	59	1.678335667e-01
85	60	1.692338468e-01
85	61	1.656331266e-01
85	62	1.647329466e-01
85	63	1.695339068e-01
85	64	1.665333067e-01
85	65	1.650330066e-01
85	66	1.665333067e-01
85	67	1.682336467e-01
85	68	1.642328466e-01
85	69	1.675335067e-01
85	70	1.663332667e-01
85	71	1.614322865e-01
85	72	1.728345669e-01
85	73	1.638327666e-01
85	74	1.675335067e-01
85	75	1.640328066e-01
85	76	1.678335667e-01
85	77	1.689337868e-01
85	78	1.642328466e-01
85	79	1.641328266e-01
85	80	1.611322264e-01
85	81	1.630326065e-01
85	82	1.672334467e-01
85	83	1.646329266e-01
85	84	1.637327465e-01
85	85	1.791358272e-01
85	86	1.646329266e-01
85	87	1.625325065e-01
85	88	1.704340868e-01
85	89	1.664332867e-01
85	90	1.677335467e-01
85	91	1.657331466e-01
85	92	1.645329066e-01
85	93	1.660332066e-01
85	94	1.630326065e-01
85	95	1.719343869e-01
85	96	1.676335267e-01
85	97	1.703340668e-01
85	98	1.676335267e-01
85	99	1.629325865e-01
85	100	1.625325065e-01
86	1	1.673334667e-01
86	2	1.672334467e-01
86	3	1.655331066e-01
86	4	1.628325665e-01
86	5	1.660332066e-01
86	6	1.704340868e-01
86	7	1.718343669e-01
86	8	1.662332466e-01
86	9	1.631326265e-01
86	10	1.663332667e-01
86	11	1.701340268e-01
86	12	1.644328866e-01
86	13	1.631326265e-01
86	14	1.670334067e-01
86	15	1.618323665e-01
86	16	1.640328066e-01
86	17	1.642328466e-01
86	18	1.687337467e-01
86	19	1.659331866e-01
86	20	1.720344069e-01
86	21	1.683336667e-01
86	22	1.651330266e-01
86	23	1.692338468e-01
86	24	1.693338668e-01
86	25	1.695339068e-01
86	26	1.682336467e-01
86	27	1.682336467e-01
86	28	1.631326265e-01
86	29	1.689337868e-01
86	30	1.671334267e-01
86	31	1.670334067e-01
86	32	1.694338868e-01
86	33	1.679335867e-01
86	34	1.652330466e-01
86	35	1.692338468e-01
86	36	1.645329066e-01
86	37	1.689337868e-01
86	38	1.727345469e-01
86	39	1.685337067e-01
86	40	1.675335067e-01
86	41	1.689337868e-01
86	42	1.693338668e-01
86	43	1.641328266e-01
86	44	1.596319264e-01
86	45	1.653330666e-01
86	46	1.597319464e-01
86	47	1.694338868e-01
86	48	1.666333267e-01
86	49	1.702340468e-01
86	50	1.619323865e-01
86	51	1.653330666e-01
86	52	1.645329066e-01
86	53	1.662332466e-01
86	54	1.683336667e-01
86	55	1.654330866e-01
86	56	1.658331666e-01
86	57	1.615323065e-01
86	58	1.696339268e-01
86	59	1.645329066e-01
86	60	1.683336667e-01
86	61	1.705341068e-01
86	62	1.677335467e-01
86	63	1.625325065e-01
86	64	1.648329666e-01
86	65	1.667333467e-01
86	66	1.643328666e-01
86	67	1.640328066e-01
86	68	1.688337668e-01
86	69	1.693338668e-01
86	70	1.706341268e-01
86	71	1.660332066e-01
86	72	1.668333667e-01
86	73	1.650330066e-01
86	74	1.673334667e-01
86	75	1.641328266e-01
86	76	1.674334867e-01
86	77	1.679335867e-01
86	78	1.679335867e-01
86	79	1.643328666e-01
86	80	1.656331266e-01
86	81	1.680336067e-01
86	82	1.611322264e-01
86	83	1.678335667e-01
86	84	1.648329666e-01
86	85	1.646329266e-01
86	86	1.787357471e-01
86	87	1.672334467e-01
86	88	1.678335667e-01
86	89	1.659331866e-01
86	90	1.656331266e-01
86	91	1.628325665e-01
86	92	1.692338468e-01
86	93	1.595319064e-01
86	94	1.664332867e-01
86	95	1.678335667e-01
86	96	1.647329466e-01
86	97	1.686337267e-01
86	98	1.645329066e-01
86	99	1.639327866e-01
86	100	1.694338868e-01
87	1	1.653330666e-01
87	2	1.719343869e-01
87	3	1.658331666e-01
87	4	1.686337267e-01
87	5	1.691338268e-01
87	6	1.637327465e-01
87	7	1.686337267e-01
87	8	1.650330066e-01
87	9	1.679335867e-01
87	10	1.615323065e-01
87	11	1.635327065e-01
87	12	1.693338668e-01
87	13	1.728345669e-01
87	14	1.653330666e-01
87	15	1.655331066e-01
87	16	1.685337067e-01
87	17	1.672334467e-01
87	18	1.669333867e-01
87	19	1.665333067e-01
87	20	1.658331666e-01
87	21	1.651330266e-01
87	22	1.671334267e-01
87	23	1.690338068e-01
87	24	1.659331866e-01
87	25	1.733346669e-01
87	26	1.621324265e-01
87	27	1.668333667e-01
87	28	1.698339668e-01
87	29	1.672334467e-01
87	30	1.620324065e-01
87	31	1.648329666e-01
87	32	1.628325665e-01
87	33	1.720344069e-01
87	34	1.642328466e-01
87	35	1.668333667e-01
87	36	1.591318264e-01
87	37	1.692338468e-01
87	38	1.674334867e-01
87	39	1.637327465e-01
87	40	1.670334067e-01
87	41	1.708341668e-01
87	42	1.696339268e-01
87	43	1.658331666e-01
87	44	1.709341868e-01
87	45	1.664332867e-01
87	46	1.661332266e-01
87	47	1.667333467e-01
87	48	1.642328466e-01
87	49	1.669333867e-01
87	50	1.687337467e-01
87	51	1.694338868e-01
87	52	1.689337868e-01
87	53	1.673334667e-01
87	54	1.640328066e-01
87	55	1.637327465e-01
87	56	1.636327265e-01
87	57	1.631326265e-01
87	58	1.669333867e-01
87	59	1.673334667e-01
87	60	1.650330066e-01
87	61	1.664332867e-01
87	62	1.614322865e-01
87	63	1.703340668e-01
87	64	1.636327265e-01
87	65	1.610322064e-01
87	66	1.683336667e-01
87	67	1.701340268e-01
87	68	1.698339668e-01
87	69	1.629325865e-01
87	70	1.693338668e-01
87	71	1.665333067e-01
87	72	1.649329866e-01
87	73	1.686337267e-01
87	74	1.609321864e-01
87	75	1.654330866e-01
87	76	1.654330866e-01
87	77	1.648329666e-01
87	78	1.691338268e-01
87	79	1.607321464e-01
87	80	1.639327866e-01
87	81	1.645329066e-01
87	82	1.638327666e-01
87	83	1.664332867e-01
87	84	1.684336867e-01
87	85	1.625325065e-01
87	86	1.672334467e-01
87	87	1.800360072e-01
87	88	1.639327866e-01
87	89	1.657331466e-01
87	90	1.647329466e-01
87	91	1.639327866e-01
87	92	1.666333267e-01
87	93	1.621324265e-01
87	94	1.634326865e-01
87	95	1.703340668e-01
87	96	1.663332667e-01
87	97	1.643328666e-01
87	98	1.686337267e-01
87	99	1.681336267e-01
87	100	1.695339068e-01
88	1	1.712342468e-01
88	2	1.676335267e-01
88	3	1.644328866e-01
88	4	1.651330266e-01
88	5	1.685337067e-01
88	6	1.706341268e-01
88	7	1.678335667e-01
88	8	1.599319864e-01
88	9	1.709341868e-01
88	10	1.650330066e-01
88	11	1.615323065e-01
88	12	1.689337868e-01
88	13	1.649329866e-01
88	14	1.583316663e-01
88	15	1.674334867e-01
88	16	1.716343269e-01
88	17	1.656331266e-01
88	18	1.653330666e-01
88	19	1.685337067e-01
88	20	1.643328666e-01
88	21	1.674334867e-01
88	22	1.634326865e-01
88	23	1.654330866e-01
88	24	1.650330066e-01
88	25	1.701340268e-01
88	26	1.677335467e-01
88	27	1.659331866e-01
88	28	1.666333267e-01
88	29	1.654330866e-01
88	30	1.680336067e-01
88	31	1.645329066e-01
88	32	1.673334667e-01
88	33	1.610322064e-01
88	34	1.652330466e-01
88	35	1.708341668e-01
88	36	1.664332867e-01
88	37	1.635327065e-01
88	38	1.575315063e-01
88	39	1.731346269e-01
88	40	1.659331866e-01
88	41	1.683336667e-01
88	42	1.705341068e-01
88	43	1.620324065e-01
88	44	1.683336667e-01
88	45	1.706341268e-01
88	46	1.680336067e-01
88	47	1.681336267e-01
88	48	1.672334467e-01
88	49	1.635327065e-01
88	50	1.621324265e-01
88	51	1.693338668e-01
88	52	1.633326665e-01
88	53	1.679335867e-01
88	54	1.656331266e-01
88	55	1.649329866e-01
88	56	1.660332066e-01
88	57	1.675335067e-01
88	58	1.678335667e-01
88	59	1.620324065e-01
88	60	1.662332466e-01
88	61	1.723344669e-01
88	62	1.637327465e-01
88	63	1.597319464e-01
88	64	1.678335667e-01
88	65	1.640328066e-01
88	66	1.585317063e-01
88	67	1.689337868e-01
88	68	1.649329866e-01
88	69	1.673334667e-01
88	70	1.669333867e-01
88	71	1.673334667e-01
88	72	1.658331666e-01
88	73	1.636327265e-01
88	74	1.669333867e-01
88	75	1.645329066e-01
88	76	1.663332667e-01
88	77	1.629325865e-01
88	78	1.681336267e-01
88	79	1.645329066e-01
88	80	1.643328666e-01
88	81	1.644328866e-01
88	82	1.649329866e-01
88	83	1.652330466e-01
88	84	1.679335867e-01
88	85	1.704340868e-01
88	86	1.678335667e-01
88	87	1.639327866e-01
88	88	1.805361072e-01
88	89	1.641328266e-01
88	90	1.673334667e-01
88	91	1.674334867e-01
88	92	1.642328466e-01
